epoch,average_training_loss,validation_loss,train_eval_loss
1.0,3.5028630769230773,3.124361753463745,3.1036252975463867
2.0,3.0409694656488546,2.8286004066467285,2.7878055572509766
3.0,2.837773282442748,2.6502737998962402,2.5965919494628906
4.0,2.7015717557251913,2.5284762382507324,2.4609603881835938
5.0,2.60120534351145,2.430795669555664,2.356191873550415
6.0,2.5233320610687024,2.372689962387085,2.2874386310577393
7.0,2.4542114503816794,2.303755760192871,2.2112114429473877
8.0,2.4018022900763363,2.260394811630249,2.1603870391845703
9.0,2.356946564885496,2.222541332244873,2.115708112716675
10.0,2.313306106870229,2.1934070587158203,2.075474977493286
11.0,2.2773977099236644,2.1728298664093018,2.045255661010742
12.0,2.2453830769230767,2.1376492977142334,2.001749277114868
13.0,2.214485496183206,2.1072754859924316,1.96272611618042
14.0,2.1884396946564886,2.092231273651123,1.9373409748077393
15.0,2.165094656488549,2.078543186187744,1.9125549793243408
16.0,2.1415977099236643,2.0655953884124756,1.896601676940918
17.0,2.120617557251908,2.0501179695129395,1.873219609260559
18.0,2.1032946564885497,2.02634596824646,1.8441177606582642
19.0,2.084521374045802,2.023050308227539,1.8322510719299316
20.0,2.0668328244274807,2.008727788925171,1.8100475072860718
21.0,2.0505351145038166,1.9963433742523193,1.793532133102417
22.0,2.0341717557251906,1.9819707870483398,1.7721043825149536
23.0,2.02174,1.9790403842926025,1.7618865966796875
24.0,2.0085984732824427,1.9702218770980835,1.7477343082427979
25.0,1.9983312977099235,1.9595860242843628,1.7307265996932983
26.0,1.9834984732824428,1.9522664546966553,1.7181514501571655
27.0,1.9723999999999997,1.9498130083084106,1.7112197875976562
28.0,1.9625450381679388,1.944158673286438,1.6994786262512207
29.0,1.9520488549618318,1.9336262941360474,1.6856173276901245
30.0,1.9417175572519083,1.9314857721328735,1.6752614974975586
31.0,1.9322534351145038,1.9318472146987915,1.6684938669204712
32.0,1.9247175572519082,1.926406979560852,1.6575042009353638
33.0,1.9163648854961832,1.9175934791564941,1.6442209482192993
34.0,1.90677,1.9161540269851685,1.636906385421753
35.0,1.897932824427481,1.909166932106018,1.6266751289367676
36.0,1.8915717557251908,1.9143786430358887,1.6245529651641846
37.0,1.8851312977099237,1.9045891761779785,1.6103841066360474
38.0,1.8780519083969462,1.9008456468582153,1.6057262420654297
39.0,1.8697748091603053,1.9006266593933105,1.599258303642273
40.0,1.8638091603053435,1.893843173980713,1.5911586284637451
41.0,1.857063358778626,1.8993687629699707,1.589054822921753
42.0,1.8509793893129771,1.88941490650177,1.5758031606674194
43.0,1.8447366412213742,1.886440634727478,1.5717743635177612
44.0,1.8395824427480916,1.8865188360214233,1.5653010606765747
45.0,1.835106923076923,1.8764444589614868,1.555871844291687
46.0,1.8282374045801526,1.8781931400299072,1.5536048412322998
47.0,1.8246458015267177,1.8782203197479248,1.5516016483306885
48.0,1.8185389312977096,1.8698354959487915,1.5398064851760864
49.0,1.8146832061068703,1.8783921003341675,1.5410932302474976
50.0,1.810322900763359,1.8701680898666382,1.533577799797058
51.0,1.8033854961832059,1.8692028522491455,1.527744174003601
52.0,1.8005427480916032,1.8704735040664673,1.527823567390442
53.0,1.7952190839694657,1.8677079677581787,1.5224398374557495
54.0,1.7915778625954197,1.8635011911392212,1.5176830291748047
55.0,1.78887786259542,1.8647421598434448,1.514786958694458
56.0,1.7857107692307692,1.8644168376922607,1.5138286352157593
57.0,1.779673282442748,1.8621762990951538,1.5114214420318604
58.0,1.7797618320610686,1.8611081838607788,1.5088633298873901
59.0,1.7727625954198474,1.8601585626602173,1.5072040557861328
60.0,1.7730343511450382,1.8603756427764893,1.5066100358963013
