epoch,average_training_loss,validation_loss,train_eval_loss
1.0,3.4935630769230768,3.11002254486084,3.088857650756836
2.0,3.033549618320611,2.8311781883239746,2.7914795875549316
3.0,2.831020610687023,2.6477808952331543,2.599668264389038
4.0,2.6947709923664123,2.527763843536377,2.4665110111236572
5.0,2.596064122137405,2.4356746673583984,2.3660035133361816
6.0,2.519153435114504,2.370558023452759,2.2900497913360596
7.0,2.4553679389312975,2.327303886413574,2.236666679382324
8.0,2.4038832061068702,2.280926465988159,2.188246011734009
9.0,2.360070229007633,2.2356374263763428,2.1322267055511475
10.0,2.3187129770992367,2.2176175117492676,2.1035025119781494
11.0,2.283667175572519,2.1835761070251465,2.0600075721740723
12.0,2.252630769230769,2.1561660766601562,2.026374340057373
13.0,2.2236824427480917,2.119539499282837,1.985716700553894
14.0,2.1978389312977096,2.108785390853882,1.9664613008499146
15.0,2.17296641221374,2.090836763381958,1.9368709325790405
16.0,2.151279389312977,2.0729143619537354,1.9162770509719849
17.0,2.129538167938932,2.0714995861053467,1.9058740139007568
18.0,2.112128244274809,2.0470962524414062,1.8758373260498047
19.0,2.0940022900763364,2.036696195602417,1.8614110946655273
20.0,2.077586259541985,2.0223639011383057,1.8387739658355713
21.0,2.0620206106870227,2.0110301971435547,1.8214470148086548
22.0,2.0480068702290075,2.0095458030700684,1.8116540908813477
23.0,2.0350746153846155,1.9917105436325073,1.7917121648788452
24.0,2.021614503816794,1.9950213432312012,1.7856438159942627
25.0,2.009834351145038,1.9721390008926392,1.7593858242034912
26.0,1.9959801526717555,1.9660371541976929,1.7489672899246216
27.0,1.98572213740458,1.9677985906600952,1.7406519651412964
28.0,1.9754343511450378,1.9562921524047852,1.724398136138916
29.0,1.9653778625954197,1.9611358642578125,1.7219818830490112
30.0,1.9560366412213743,1.9475672245025635,1.7035081386566162
31.0,1.947530534351145,1.9400163888931274,1.6936076879501343
32.0,1.938742748091603,1.9441266059875488,1.6928492784500122
33.0,1.9300641221374044,1.9335538148880005,1.6769975423812866
34.0,1.9213253846153848,1.927632451057434,1.66689932346344
35.0,1.9120923664122138,1.9202101230621338,1.6554267406463623
36.0,1.9071381679389314,1.9295432567596436,1.6561470031738281
37.0,1.8976129770992365,1.9177844524383545,1.6424095630645752
38.0,1.8907824427480915,1.9178725481033325,1.6387008428573608
39.0,1.8855251908396948,1.9119840860366821,1.6283117532730103
40.0,1.8767740458015265,1.9086567163467407,1.6213139295578003
41.0,1.8727145038167938,1.9092758893966675,1.6190502643585205
42.0,1.8656717557251907,1.9086476564407349,1.6134803295135498
43.0,1.8596488549618322,1.90301513671875,1.6043298244476318
44.0,1.8534908396946566,1.9031418561935425,1.5987250804901123
45.0,1.8477723076923076,1.8975340127944946,1.5927468538284302
46.0,1.8443137404580152,1.89360773563385,1.5853084325790405
47.0,1.838673282442748,1.8918375968933105,1.5840317010879517
48.0,1.833119847328244,1.883724331855774,1.5712772607803345
49.0,1.827308396946565,1.8871952295303345,1.5715609788894653
50.0,1.8246251908396947,1.8887008428573608,1.568613052368164
51.0,1.8198305343511452,1.8851951360702515,1.5616838932037354
52.0,1.8151885496183207,1.885141372680664,1.560085415840149
53.0,1.8131900763358777,1.8841139078140259,1.5559918880462646
54.0,1.8070977099236643,1.8841774463653564,1.5548783540725708
55.0,1.8040541984732823,1.8812068700790405,1.5512819290161133
56.0,1.8027053846153847,1.8789708614349365,1.547232747077942
57.0,1.796331297709924,1.8782987594604492,1.5448541641235352
58.0,1.796225954198473,1.876258373260498,1.5413858890533447
59.0,1.7890404580152672,1.8754079341888428,1.5408161878585815
60.0,1.7892297709923664,1.8764878511428833,1.5408097505569458
