epoch,average_training_loss,validation_loss,train_eval_loss
1.0,2.214354615384615,1.9994773864746094,1.8814306259155273
2.0,2.038332824427481,1.938808798789978,1.7995811700820923
3.0,1.9754312977099235,1.9018043279647827,1.7427622079849243
4.0,1.933902290076336,1.8802434206008911,1.7049345970153809
5.0,1.9040564885496183,1.8641785383224487,1.6789895296096802
6.0,1.8813854961832062,1.8557308912277222,1.6578506231307983
7.0,1.8587694656488551,1.8485900163650513,1.6377508640289307
8.0,1.8420908396946567,1.8242027759552002,1.6130714416503906
9.0,1.8280709923664122,1.8234134912490845,1.599779486656189
10.0,1.8124274809160306,1.8314615488052368,1.5930454730987549
11.0,1.801510687022901,1.8216184377670288,1.5777206420898438
12.0,1.7936215384615384,1.811826467514038,1.5624322891235352
13.0,1.7816885496183208,1.8025439977645874,1.5481096506118774
14.0,1.7720748091603054,1.8068536520004272,1.5432853698730469
15.0,1.7648381679389313,1.8035019636154175,1.5320305824279785
16.0,1.757950381679389,1.789949893951416,1.5202736854553223
17.0,1.7494297709923663,1.796844720840454,1.5195525884628296
18.0,1.7447603053435115,1.7846914529800415,1.5056661367416382
19.0,1.736168702290076,1.787065863609314,1.4989571571350098
20.0,1.731243511450382,1.7848803997039795,1.4951412677764893
21.0,1.7258244274809162,1.782334804534912,1.488096833229065
22.0,1.7199450381679389,1.7826911211013794,1.4819573163986206
23.0,1.7165276923076922,1.77687668800354,1.4742636680603027
24.0,1.7101931297709925,1.779915690422058,1.4737136363983154
25.0,1.7070236641221372,1.7756054401397705,1.466755747795105
26.0,1.7003480916030533,1.7713247537612915,1.4582661390304565
27.0,1.6958740458015267,1.7778270244598389,1.458992838859558
28.0,1.6958595419847329,1.7732970714569092,1.4537187814712524
29.0,1.6907229007633588,1.7745064496994019,1.4491251707077026
30.0,1.6864496183206108,1.770796537399292,1.4444036483764648
31.0,1.682171755725191,1.7696452140808105,1.4376606941223145
32.0,1.6800786259541987,1.7675799131393433,1.4384310245513916
33.0,1.6761480916030536,1.7707006931304932,1.4339044094085693
34.0,1.6743984615384617,1.773378610610962,1.4329698085784912
35.0,1.66993893129771,1.7689650058746338,1.42600417137146
36.0,1.6688213740458013,1.768796682357788,1.4243743419647217
37.0,1.6642748091603052,1.7634459733963013,1.4191886186599731
38.0,1.6628251908396945,1.7681553363800049,1.4190757274627686
39.0,1.660445038167939,1.7617363929748535,1.4117950201034546
40.0,1.6565717557251909,1.7644290924072266,1.4109848737716675
41.0,1.6537267175572519,1.77358877658844,1.4142483472824097
42.0,1.6505603053435112,1.7613794803619385,1.4065628051757812
43.0,1.649624427480916,1.7631639242172241,1.406818151473999
44.0,1.648274045801527,1.7633552551269531,1.4035615921020508
45.0,1.6457276923076922,1.7595741748809814,1.401153802871704
46.0,1.6430061068702293,1.7639756202697754,1.3998456001281738
47.0,1.6416961832061068,1.7632149457931519,1.39927339553833
48.0,1.6398923664122136,1.7587158679962158,1.393457055091858
49.0,1.638842748091603,1.7603932619094849,1.393197774887085
50.0,1.6365870229007633,1.761996865272522,1.3919677734375
51.0,1.6344015267175573,1.761391282081604,1.389654278755188
52.0,1.63553893129771,1.7629142999649048,1.3898403644561768
53.0,1.6335137404580153,1.7626938819885254,1.3889975547790527
54.0,1.6281671755725189,1.7584589719772339,1.3853031396865845
55.0,1.6276099236641222,1.762391209602356,1.3865773677825928
56.0,1.628356153846154,1.7621525526046753,1.3860130310058594
57.0,1.6251923664122137,1.7595055103302002,1.3837041854858398
58.0,1.6255656488549617,1.7602465152740479,1.383799433708191
59.0,1.6221816793893131,1.7597389221191406,1.383400321006775
60.0,1.6237687022900762,1.7605583667755127,1.3833661079406738
